,Company,ESG score,Clean200,ScienceBasedTargets,Country,Symbol NQ
1401, Hyundai Department Store Co Ltd ,0,0.0,0.0,na,na
1402, Hyundai Elevator Co Ltd ,20,0.0,0.0,na,na
1403, Hyundai Engineering & Construction Co Ltd ,80,0.0,0.0,na,na
1404, Hyundai Glovis Co Ltd ,76,0.0,0.0,na,na
1405, Hyundai Greenfood Co Ltd ,0,0.0,0.0,na,na
1406, Hyundai Heavy Industries Holdings Co Ltd ,6,0.0,0.0,na,na
1407, Hyundai Home Shopping Network Corp ,0,0.0,0.0,na,na
1408, Hyundai Marine & Fire Insurance Co Ltd ,6,0.0,0.0,na,na
1409, Hyundai Merchant Marine Co Ltd ,6,0.0,0.0,na,na
1410, Hyundai Mipo Dockyard Co Ltd ,3,0.0,0.0,na,na
1411, Hyundai Mobis Co Ltd ,69,0.0,0.0,na,na
1412, Hyundai Motor Co ,60,0.0,0.0,na,na
1413, Hyundai Rotem Co Ltd ,3,0.0,0.0,na,na
1414, Hyundai Steel Co ,75,0.0,0.0,na,na
1415, Hyundai Wia Corp ,4,0.0,0.0,na,na
1416, IAC/InterActiveCorp ,6,0.0,0.0,na,IAC
1417, Iberdrola SA ,87,1.0,1.0,Spain,na
1418, IBERIABANK Corp ,17,0.0,0.0,na,IBKCP
1419, Ibiden Co Ltd ,51,0.0,0.0,na,na
1420, ICA Gruppen AB ,66,0.0,1.0,Sweden,na
1421, ICICI Bank Ltd ,18,0.0,0.0,na,na
1422, ICICI Lombard General Insurance Co Ltd ,14,0.0,0.0,na,na
1423, ICICI Prudential Life Insurance Co Ltd ,14,0.0,0.0,na,na
1424, ICON PLC ,10,0.0,0.0,na,ICLR
1425, ICU Medical Inc ,5,0.0,0.0,na,na
1426, Idemitsu Kosan Co Ltd ,43,0.0,0.0,na,na
1427, IDEX Corp ,13,0.0,0.0,na,na
1428, IDEXX Laboratories Inc ,21,0.0,0.0,na,na
1429, IDP Education Ltd ,13,0.0,0.0,na,na
1430, IG Group Holdings PLC ,13,0.0,0.0,na,na
1431, IHH Healthcare Bhd ,34,0.0,0.0,na,na
1432, IHI Corp ,47,0.0,0.0,na,na
1433, IHS Markit Ltd ,51,0.0,0.0,na,INFO
1434, Iida Group Holdings Co Ltd ,1,0.0,0.0,na,na
1435, Iljin Materials Co Ltd ,1,0.0,0.0,na,na
1436, Illinois Tool Works Inc ,31,0.0,0.0,na,na
1437, Illumina Inc ,51,0.0,0.0,na,na
1438, Iluka Resources Ltd ,57,0.0,0.0,na,na
1439, IMCD NV ,18,0.0,0.0,na,na
1440, IMI PLC ,21,0.0,0.0,na,na
1441, IMMOFINANZ AG ,14,0.0,0.0,na,na
1442, Impala Platinum Holdings Ltd ,37,0.0,0.0,na,na
1443, Imperial Brands PLC ,45,0.0,1.0,United Kingdom (UK),na
1444, Imperial Oil Ltd ,26,0.0,0.0,na,na
1445, Incitec Pivot Ltd ,69,0.0,0.0,na,na
1446, Incyte Corp ,16,0.0,0.0,na,INCY
1447, Indah Kiat Pulp & Paper Corp Tbk PT ,16,0.0,0.0,na,na
1448, Independence Group NL ,55,0.0,0.0,na,na
1449, Indiabulls Housing Finance Ltd ,16,0.0,0.0,na,na
1450, Indiabulls Ventures Ltd ,15,0.0,0.0,na,na
1451, Indian Hotels Co Ltd ,27,0.0,0.0,na,na
1452, Indian Oil Corp Ltd ,26,0.0,0.0,na,na
1453, Indocement Tunggal Prakarsa Tbk PT ,22,0.0,0.0,na,na
1454, Indofood CBP Sukses Makmur Tbk PT ,12,0.0,0.0,na,na
1455, Indofood Sukses Makmur Tbk PT ,10,0.0,0.0,na,na
1456, Indorama Ventures PCL ,86,0.0,0.0,na,na
1457, Indra Sistemas SA ,65,0.0,0.0,na,na
1458, IndusInd Bank Ltd ,55,0.0,0.0,na,na
1459, Industria de Diseno Textil SA ,68,0.0,0.0,na,na
1460, Industrial & Commercial Bank of China Ltd ,27,0.0,0.0,na,na
1461, Industrial Bank of Korea ,45,0.0,0.0,na,na
1462, Industrias Bachoco SAB de CV ,7,0.0,0.0,na,na
1463, Industrias CH SAB de CV ,1,0.0,0.0,na,na
1464, Industrias Penoles SAB de CV ,25,0.0,0.0,na,na
1465, Industries Qatar QSC ,4,0.0,0.0,na,na
1466, Industrivarden AB ,29,0.0,0.0,na,na
1467, Infigen Energy ,22,0.0,1.0,Australia,na
1468, Infineon Technologies AG ,79,0.0,0.0,na,na
1469, Informa PLC ,65,0.0,1.0,United Kingdom (UK),na
1470, Infosys Ltd ,71,0.0,0.0,na,na
1471, Infraestructura Energetica Nova SAB de CV ,61,0.0,0.0,na,na
1472, ING Bank Slaski SA ,21,0.0,0.0,na,na
1473, ING Groep NV ,64,0.0,0.0,na,na
1474, Ingenico Group SA ,48,0.0,0.0,na,na
1475, Ingersoll-Rand PLC ,75,1.0,0.0,na,na
1476, Ingevec SA ,1,0.0,0.0,na,na
1477, Ingevity Corp ,35,0.0,0.0,na,na
1478, Inghams Group Ltd ,10,0.0,0.0,na,na
1479, Ingredion Inc ,17,0.0,0.0,na,na
1480, Inmarsat PLC ,40,0.0,0.0,na,na
1481, Inmobiliaria Colonial Socimi SA ,56,0.0,0.0,na,na
1482, Innocean Worldwide Inc ,6,0.0,0.0,na,na
1483, Innolux Corp ,74,0.0,0.0,na,na
1484, Inpex Corp ,60,0.0,0.0,na,na
1485, InRetail Peru Corp ,33,0.0,0.0,na,na
1486, Instituto de Diagnostico SA ,1,0.0,0.0,na,na
1487, Insulet Corp ,10,0.0,0.0,na,PODD
1488, Insurance Australia Group Ltd ,67,0.0,0.0,na,na
1489, Intact Financial Corp ,22,0.0,0.0,na,na
1490, Integra LifeSciences Holdings Corp ,9,0.0,0.0,na,IART
1491, Intel Corp ,39,1.0,0.0,na,INTC
1492, Inter Pipeline Ltd ,22,0.0,0.0,na,na
1493, Inter RAO UES PJSC ,38,0.0,0.0,na,na
1494, Interactive Brokers Group Inc ,11,0.0,0.0,na,IBKR
1495, Interconexion Electrica SA ESP ,75,0.0,0.0,na,na
1496, Intercontinental Exchange Inc ,30,0.0,0.0,na,na
1497, InterContinental Hotels Group PLC ,77,0.0,1.0,United Kingdom (UK),na
1498, Intercorp Financial Services Inc ,8,0.0,0.0,na,PFIS
1499, InterGlobe Aviation Ltd ,13,0.0,0.0,na,na
1500, InterGlobe Aviation Ltd ,12,0.0,0.0,na,na
1501, International Business Machines Corp ,46,0.0,0.0,na,na
1502, International Consolidated Airlines Group SA ,29,0.0,0.0,na,na
1503, International Container Terminal Services Inc ,17,0.0,0.0,na,na
1504, International Flavors & Fragrances Inc ,71,0.0,1.0,United States of America (USA),na
1505, International Paper Co ,29,0.0,0.0,na,na
1506, Interpublic Group of Cos Inc ,36,0.0,0.0,na,na
1507, Interpump Group SpA ,28,0.0,0.0,na,na
1508, Intertek Group PLC ,31,0.0,0.0,na,na
1509, InterXion Holding NV ,7,0.0,0.0,na,na
1510, Intesa Sanpaolo SpA ,78,0.0,0.0,na,na
1511, Intouch Holdings PCL ,28,0.0,0.0,na,na
1512, Intu Properties PLC ,68,0.0,0.0,na,na
1513, Intuit Inc ,27,0.0,1.0,United States of America (USA),INTU
1514, Intuitive Surgical Inc ,12,0.0,0.0,na,na
1515, Inventec Corp ,27,0.0,0.0,na,na
1516, Invercap SA ,1,0.0,0.0,na,na
1517, Invermar SA ,0,0.0,0.0,na,na
1518, Inversiones Aguas Metropolitanas SA ,67,0.0,0.0,na,na
1519, Inversiones Centenario ,1,0.0,0.0,na,na
1520, Inversiones La Construccion SA ,49,0.0,0.0,na,na
1521, Invesco Ltd ,29,0.0,0.0,na,na
1522, Investec PLC ,67,0.0,0.0,na,na
1523, Investor AB ,26,0.0,0.0,na,na
1524, Invitation Homes Inc ,7,0.0,0.0,na,na
1525, InvoCare Ltd ,15,0.0,0.0,na,na
1526, IOI Corp Bhd ,23,0.0,0.0,na,na
1527, IOOF Holdings Ltd ,21,0.0,0.0,na,na
1528, IPG Photonics Corp ,10,0.0,0.0,na,IPGP
1529, IPH Ltd ,9,0.0,0.0,na,na
1530, Ipsen SA ,51,0.0,0.0,na,na
1531, iQIYI Inc ,4,0.0,0.0,na,na
1532, IQVIA Holdings Inc ,16,0.0,0.0,na,na
1533, IRB Brasil Resseguros S/A ,4,0.0,0.0,na,na
1534, IRESS Ltd ,20,0.0,0.0,na,na
1535, Iron Mountain Inc ,52,0.0,1.0,United States of America (USA),na
1536, IRPC PCL ,88,0.0,0.0,na,na
1537, Isetan Mitsukoshi Holdings Ltd ,21,0.0,0.0,na,na
1538, Israel Chemicals Ltd ,32,0.0,0.0,na,na
1539, Israel Discount Bank Ltd ,28,0.0,0.0,na,na
1540, ISS A/S ,59,0.0,0.0,na,na
1541, Isuzu Motors Ltd ,20,0.0,0.0,na,na
1542, Italgas SpA ,67,0.0,0.0,na,na
1543, Itau CorpBanca ,63,0.0,0.0,na,na
1544, Itau Unibanco Holding SA ,81,0.0,0.0,na,na
1545, Itausa - Investimentos Itau SA ,83,0.0,0.0,na,na
1546, ITC Ltd ,35,0.0,0.0,na,na
1547, Ito En Ltd ,15,0.0,0.0,na,na
1548, ITOCHU Corp ,81,0.0,0.0,na,na
1549, ITT Inc ,20,0.0,0.0,na,na
1550, ITV PLC ,30,0.0,0.0,na,na
1551, Izumi Co Ltd ,4,0.0,0.0,na,na
1552, J Front Retailing Co Ltd ,20,0.0,0.0,na,na
1553, J Sainsbury PLC ,26,0.0,1.0,United Kingdom (UK),na
1554, j2 Global Inc ,8,0.0,0.0,na,na
1555, Jack Henry & Associates Inc ,12,0.0,0.0,na,JKHY
1556, Jacobs Engineering Group Inc ,38,0.0,0.0,na,na
1557, James Hardie Industries PLC ,15,0.0,0.0,na,na
1558, Janus Henderson Group PLC ,46,0.0,0.0,na,na
1559, Japan Airlines Co Ltd ,56,0.0,0.0,na,na
1560, Japan Airport Terminal Co Ltd ,4,0.0,0.0,na,na
1561, Japan Exchange Group Inc ,27,0.0,0.0,na,na
1562, Japan Hotel REIT Investment Corp ,1,0.0,0.0,na,na
1563, Japan Post Bank Co Ltd ,26,0.0,0.0,na,na
1564, Japan Post Holdings Co Ltd ,16,0.0,0.0,na,na
1565, Japan Prime Realty Investment Corp ,4,0.0,0.0,na,na
1566, Japan Real Estate Investment Corp ,10,0.0,0.0,na,na
1567, Japan Retail Fund Investment Corp ,8,0.0,0.0,na,na
1568, Japan Tobacco Inc ,76,0.0,1.0,Japan,na
1569, Jardine Cycle & Carriage Ltd ,18,0.0,0.0,na,na
1570, Jardine Matheson Holdings Ltd ,6,0.0,0.0,na,na
1571, Jardine Strategic Holdings Ltd ,6,0.0,0.0,na,na
1572, Jazz Pharmaceuticals PLC ,16,0.0,0.0,na,JAZZ
1573, JB Financial Group Co Ltd ,37,0.0,0.0,na,na
1574, JB Hi-Fi Ltd ,16,0.0,0.0,na,na
1575, JB Hunt Transport Services Inc ,12,0.0,0.0,na,na
1576, JBS SA ,19,0.0,0.0,na,na
1577, JCDecaux SA ,43,0.0,0.0,na,na
1578, JD.com Inc ,7,0.0,0.0,na,na
1579, Jefferies Financial Group Inc ,19,0.0,0.0,na,na
1580, Jeronimo Martins SGPS SA ,33,0.0,0.0,na,na
1581, JFE Holdings Inc ,16,0.0,0.0,na,na
1582, JG Summit Holdings Inc ,7,0.0,0.0,na,na
1583, JGC Holdings Corp ,15,0.0,0.0,na,na
1584, Jiangsu Expressway Co Ltd ,20,0.0,0.0,na,na
1585, Jiangxi Copper Co Ltd ,13,0.0,0.0,na,na
1586, JM Smucker Co ,25,0.0,0.0,na,na
1587, John Wood Group PLC ,24,0.0,0.0,na,na
1588, Johnson Controls International plc ,67,1.0,1.0,Ireland,na
1589, Johnson Matthey PLC ,66,0.0,0.0,na,na
1590, Jollibee Foods Corp ,9,0.0,0.0,na,na
1591, Jones Lang LaSalle Inc ,57,0.0,0.0,na,na
1592, JPMorgan Chase & Co ,37,0.0,0.0,na,na
1593, JSE Ltd ,25,0.0,0.0,na,na
1594, JSR Corp ,55,0.0,0.0,na,na
1595, JSW Steel Ltd ,55,0.0,0.0,na,na
1596, JTEKT Corp ,21,0.0,0.0,na,na
1597, Jubilant Foodworks Ltd ,13,0.0,0.0,na,na
1598, Julius Baer Group Ltd ,59,0.0,0.0,na,na
1599, JUMBO SA ,8,0.0,0.0,na,na
1600, Juniper Networks Inc ,28,0.0,0.0,na,na
1601, JXTG Holdings Inc ,35,0.0,0.0,na,na
1602, K's Holdings Corp ,4,0.0,0.0,na,na
1603, K+S AG ,35,0.0,0.0,na,na
1604, Kagome Co Ltd ,16,0.0,0.0,na,na
1605, Kajima Corp ,53,0.0,0.0,na,na
1606, Kakaku.com Inc ,3,0.0,0.0,na,na
1607, Kakao Corp ,3,0.0,0.0,na,na
1608, Kalbe Farma Tbk PT ,16,0.0,0.0,na,na
1609, Kamigumi Co Ltd ,5,0.0,0.0,na,na
1610, Kaneka Corp ,10,0.0,0.0,na,na
1611, Kangwon Land Inc ,4,0.0,0.0,na,na
1612, Kansai Electric Power Co Inc ,61,0.0,0.0,na,na
1613, Kansai Paint Co Ltd ,10,0.0,0.0,na,na
1614, Kansas City Southern ,35,1.0,0.0,na,na
1615, Kao Corp ,78,1.0,1.0,Japan,na
1616, KAP Industrial Holdings Ltd ,26,0.0,0.0,na,na
1617, KAR Auction Services Inc ,8,0.0,0.0,na,na
1618, Kasikornbank PCL ,82,0.0,0.0,na,na
1619, Kawasaki Heavy Industries Ltd ,65,0.0,0.0,na,na
1620, Kawasaki Kisen Kaisha Ltd ,42,0.0,1.0,Japan,na
1621, KB Financial Group Inc ,80,0.0,0.0,na,na
1622, KBC Group NV ,72,0.0,0.0,na,na
1623, KCC Corp ,21,0.0,0.0,na,na
1624, KDDI Corp ,52,0.0,0.0,na,na
1625, Keihan Holdings Co Ltd ,9,0.0,0.0,na,na
1626, Keikyu Corp ,1,1.0,0.0,na,na
1627, Keio Corp ,4,0.0,0.0,na,na
1628, Keisei Electric Railway Co Ltd ,2,0.0,0.0,na,na
1629, Kellogg Co ,74,0.0,1.0,United States of America (USA),na
1630, Kemper Corp ,10,0.0,0.0,na,na
1631, Kenedix Office Investment Corp ,11,0.0,0.0,na,na
1632, Kennametal Inc ,13,0.0,0.0,na,na
1633, KEPCO Plant Service & Engineering Co Ltd ,35,0.0,0.0,na,na
1634, Keppel Corp Ltd ,45,0.0,0.0,na,na
1635, Kering SA ,81,1.0,1.0,France,na
1636, Kerry Group PLC ,27,0.0,0.0,na,na
1637, Kesko OYJ ,75,0.0,1.0,Finland,na
1638, Keurig Dr Pepper Inc ,37,0.0,1.0,United States of America (USA),na
1639, Kewpie Corp ,11,0.0,0.0,na,na
1640, KeyCorp ,33,0.0,0.0,na,na
1641, Keyence Corp ,2,0.0,0.0,na,na
1642, Keyera Corp ,44,0.0,0.0,na,na
1643, Keysight Technologies Inc ,43,0.0,0.0,na,na
1644, KGHM Polska Miedz SA ,15,0.0,0.0,na,na
1645, Kia Motors Corp ,25,0.0,0.0,na,na
1646, Kikkoman Corp ,21,0.0,0.0,na,na
1647, Kilroy Realty Corp ,75,0.0,0.0,na,na
1648, Kimberly-Clark Corp ,31,1.0,1.0,United States of America (USA),na
1649, Kimberly-Clark de Mexico SAB de CV ,56,0.0,0.0,na,na
1650, Kimco Realty Corp ,65,0.0,0.0,na,na
1651, Kinden Corp ,4,0.0,0.0,na,na
1652, Kinder Morgan Inc/DE ,26,0.0,0.0,na,na
1653, Kindred Group PLC ,33,0.0,0.0,na,na
1654, Kingboard Holdings Ltd ,12,0.0,0.0,na,na
1655, Kingdee International Software Group Co Ltd ,10,0.0,0.0,na,na
1656, Kingfisher PLC ,42,0.0,1.0,United Kingdom (UK),na
1657, Kingsoft Corp Ltd ,14,0.0,0.0,na,na
1658, Kingspan Group PLC ,39,1.0,0.0,na,na
1659, Kinnevik AB ,30,0.0,0.0,na,na
1660, Kinross Gold Corp ,69,0.0,0.0,na,na
1661, Kintetsu Group Holdings Co Ltd ,33,0.0,0.0,na,na
1662, KION Group AG ,41,0.0,0.0,na,na
1663, Kirby Corp ,7,0.0,0.0,na,na
1664, Kirin Holdings Co Ltd ,25,0.0,0.0,na,na
1665, Kirkland Lake Gold Ltd ,7,0.0,0.0,na,na
1666, KIWOOM Securities Co Ltd ,1,0.0,0.0,na,na
1667, KLA Corp ,22,0.0,0.0,na,KLAC
1668, Klabin SA ,28,0.0,1.0,Brazil,na
1669, Klepierre SA ,43,0.0,0.0,na,na
1670, Knight-Swift Transportation Holdings Inc ,6,0.0,0.0,na,na
1671, Kobayashi Pharmaceutical Co Ltd ,8,0.0,0.0,na,na
1672, Kobe Steel Ltd ,13,0.0,0.0,na,na
1673, KOC Holding AS ,29,0.0,0.0,na,na
1674, Koh Young Technology Inc ,1,0.0,0.0,na,na
1675, Kohl's Corp ,49,0.0,0.0,na,na
1676, Koito Manufacturing Co Ltd ,9,0.0,0.0,na,na
1677, Kolmar Korea Co Ltd ,0,0.0,0.0,na,na
1678, Kolon Industries Inc ,3,0.0,0.0,na,na
1679, Kolon Life Science Inc ,4,0.0,0.0,na,na
1680, Kolon TissueGene Inc ,5,0.0,0.0,na,na
1681, Komatsu Ltd ,73,0.0,1.0,Japan,na
1682, Komercni banka as ,34,0.0,0.0,na,na
1683, Komipharm International Co Ltd ,4,0.0,0.0,na,na
1684, Konami Holdings Corp ,7,0.0,0.0,na,na
1685, Kone OYJ ,46,1.0,1.0,Finland,na
1686, Konica Minolta Inc ,88,1.0,0.0,na,na
1687, Koninklijke Ahold Delhaize NV ,69,0.0,1.0,Netherlands,na
1688, Koninklijke DSM NV ,74,1.0,0.0,na,na
1689, Koninklijke KPN NV ,90,1.0,0.0,na,na
1690, Koninklijke Philips NV ,82,1.0,0.0,na,na
1691, Koninklijke Vopak NV ,54,0.0,0.0,na,na
1692, Korea Aerospace Industries Ltd ,4,0.0,0.0,na,na
1693, Korea Electric Power Corp ,59,0.0,0.0,na,na
1694, Korea Gas Corp ,63,0.0,0.0,na,na
1695, Korea Investment Holdings Co Ltd ,3,0.0,0.0,na,na
1696, Korea Shipbuilding & Offshore Engineering Co Ltd ,13,0.0,0.0,na,na
1697, Korea Zinc Co Ltd ,2,0.0,0.0,na,na
1698, Korean Air Lines Co Ltd ,21,0.0,0.0,na,na
1699, Korean Reinsurance Co ,5,0.0,0.0,na,na
1700, Kose Corp ,9,0.0,0.0,na,na
1701, Kotak Mahindra Bank Ltd ,24,0.0,0.0,na,na
1702, Kraft Heinz Co ,48,0.0,1.0,United States of America (USA),KHC
1703, Kroger Co ,46,0.0,0.0,na,na
1704, Krung Thai Bank PCL ,39,0.0,0.0,na,na
1705, KT Corp ,78,0.0,0.0,na,na
1706, KT&G Corp ,21,0.0,0.0,na,na
1707, Kuala Lumpur Kepong Bhd ,25,0.0,0.0,na,na
1708, Kubota Corp ,63,0.0,0.0,na,na
1709, Kuehne + Nagel International AG ,36,0.0,1.0,Switzerland,na
1710, Kumba Iron Ore Ltd ,37,0.0,0.0,na,na
1711, Kumho Petrochemical Co Ltd ,4,0.0,0.0,na,na
1712, Kumho Tire Co Inc ,1,0.0,0.0,na,na
1713, Kunlun Energy Co Ltd ,15,0.0,0.0,na,na
1714, Kuraray Co Ltd ,29,0.0,0.0,na,na
1715, Kurita Water Industries Ltd ,33,0.0,0.0,na,na
1716, KWG Group Holdings Ltd ,11,0.0,0.0,na,na
1717, Kyocera Corp ,57,0.0,1.0,Japan,na
1718, Kyowa Exeo Corp ,17,0.0,0.0,na,na
1719, Kyowa Kirin Co Ltd ,14,0.0,0.0,na,na
1720, Kyudenko Corp ,1,0.0,0.0,na,na
1721, Kyushu Electric Power Co Inc ,24,0.0,0.0,na,na
1722, Kyushu Railway Co ,14,0.0,0.0,na,na
1723, L Brands Inc ,23,0.0,0.0,na,na
1724, L&F Co Ltd ,3,0.0,0.0,na,na
1725, L&T Finance Holdings Ltd ,37,0.0,0.0,na,na
1726, L'Oreal SA ,39,0.0,0.0,na,na
1727, L3Harris Technologies Inc ,18,0.0,0.0,na,na
1728, La Comer SAB de CV ,14,0.0,0.0,na,na
1729, Laboratory Corp of America Holdings ,16,0.0,0.0,na,na
1730, LafargeHolcim Ltd ,75,0.0,1.0,Switzerland,na
1731, Lagardere SCA ,59,0.0,0.0,na,na
1732, Lam Research Corp ,33,0.0,0.0,na,LRCX
1733, Lamb Weston Holdings Inc ,7,0.0,0.0,na,na
1734, Land & Houses PCL ,10,0.0,0.0,na,na
1735, Land Securities Group PLC ,82,0.0,0.0,na,na
1736, Landstar System Inc ,6,0.0,0.0,na,na
1737, LANXESS AG ,85,0.0,0.0,na,na
1738, Largan Precision Co Ltd ,1,0.0,0.0,na,na
1739, Larsen & Toubro Ltd ,45,0.0,0.0,na,na
1740, Las Vegas Sands Corp ,63,0.0,1.0,United States of America (USA),na
1741, Latam Airlines Group SA ,75,0.0,1.0,Chile,na
1742, Lawson Inc ,22,0.0,0.0,na,na
1743, Lazard Ltd ,21,0.0,0.0,na,na
1744, Lear Corp ,21,0.0,0.0,na,na
1745, LEG Immobilien AG ,25,0.0,0.0,na,na
1746, Legal & General Group PLC ,33,0.0,0.0,na,na
1747, Legend Holdings Corp ,17,0.0,0.0,na,na
1748, Leggett & Platt Inc ,11,0.0,0.0,na,na
1749, Legrand SA ,80,1.0,1.0,France,na
1750, Leidos Holdings Inc ,21,0.0,0.0,na,na
1751, LendLease Group ,63,0.0,0.0,na,na
1752, Lennar Corp ,8,0.0,0.0,na,na
1753, Lenovo Group Ltd ,54,1.0,0.0,na,na
1754, Leonardo SpA ,83,0.0,0.0,na,na
1755, Leroy Seafood Group ASA ,15,0.0,0.0,na,na
1756, LG Chem Ltd ,68,1.0,0.0,na,na
1757, LG Corp ,7,0.0,0.0,na,na
1758, LG Display Co Ltd ,55,0.0,0.0,na,na
1759, LG Electronics Inc ,78,0.0,0.0,na,na
1760, LG Hausys Ltd ,56,0.0,0.0,na,na
1761, LG Household & Health Care Ltd ,81,0.0,0.0,na,na
1762, LG Innotek Co Ltd ,57,1.0,0.0,na,na
1763, LG Uplus Corp ,23,0.0,0.0,na,na
1764, Li & Fung Ltd ,56,0.0,0.0,na,na
1765, Li Ning Co Ltd ,17,0.0,0.0,na,na
1766, Liberty Broadband Corp ,5,0.0,0.0,na,LBRDK
1767, Liberty Global PLC ,65,0.0,0.0,na,na
1768, Liberty Holdings Ltd ,29,0.0,0.0,na,na
1769, Liberty Media Corp-Liberty Formula One ,5,0.0,0.0,na,na
1770, Liberty Media Corp-Liberty SiriusXM ,6,0.0,0.0,na,LSXMK
1771, Liberty Property Trust ,9,0.0,0.0,na,na
1772, LIC Housing Finance Ltd ,14,0.0,0.0,na,na
1773, Life Healthcare Group Holdings Ltd ,28,0.0,0.0,na,na
1774, Life Storage Inc ,6,0.0,0.0,na,na
1775, Ligand Pharmaceuticals Inc ,8,0.0,0.0,na,LGND
1776, Lincoln Electric Holdings Inc ,21,0.0,0.0,na,LECO
1777, Lincoln National Corp ,57,0.0,0.0,na,na
1778, Linde PLC ,86,0.0,1.0,United Kingdom (UK),na
1779, LINE Corp ,8,0.0,0.0,na,na
1780, Link Administration Holdings Ltd ,26,0.0,0.0,na,na
1781, Link REIT ,48,0.0,0.0,na,na
1782, Linx SA ,3,0.0,0.0,na,na
1783, Lion Corp ,63,0.0,1.0,Japan,na
1784, Lite-On Technology Corp ,79,1.0,1.0,"Taiwan, Province of China",na
1785, Littelfuse Inc ,10,0.0,0.0,na,na
1786, LivaNova PLC ,16,0.0,0.0,na,LIVN
1787, Live Nation Entertainment Inc ,10,0.0,0.0,na,na
1788, LIXIL Group Corp ,80,0.0,0.0,na,na
1789, LKQ Corp ,11,0.0,0.0,na,LKQ
1790, Lloyds Banking Group PLC ,43,0.0,0.0,na,na
1791, Loblaw Cos Ltd ,23,0.0,0.0,na,na
1792, Localiza Rent a Car SA ,18,0.0,0.0,na,na
1793, Lockheed Martin Corp ,70,0.0,0.0,na,na
1794, Loews Corp ,16,0.0,0.0,na,na
1795, Logan Property Holdings Co Ltd ,15,0.0,0.0,na,na
1796, Logitech International SA ,27,0.0,0.0,na,na
1797, Lojas Americanas SA ,25,0.0,0.0,na,na
1798, Lojas Renner SA ,61,0.0,1.0,Brazil,na
1799, London Stock Exchange Group PLC ,61,0.0,1.0,United Kingdom (UK),na
1800, Longfor Group Holdings Ltd ,7,0.0,0.0,na,na
1801, Lonza Group AG ,25,0.0,0.0,na,na
1802, Lotte Chemical Corp ,48,0.0,1.0,South Korea,na
1803, Lotte Corp ,1,0.0,0.0,na,na
1804, Louisiana-Pacific Corp ,12,0.0,0.0,na,na
1805, Lowe's Cos Inc ,44,0.0,0.0,na,na
1806, LPP SA ,17,0.0,0.0,na,na
1807, LS Corp ,1,1.0,0.0,na,na
1808, LS Industrial Systems Co Ltd ,17,0.0,0.0,na,na
1809, LUKOIL PJSC ,30,0.0,0.0,na,na
1810, Lululemon Athletica Inc ,13,0.0,0.0,na,LULU
1811, Lumentum Holdings Inc ,9,0.0,0.0,na,na
1812, Lundin Petroleum AB ,37,0.0,0.0,na,na
1813, Lupin Ltd ,11,0.0,0.0,na,na
1814, Luye Pharma Group Ltd ,17,0.0,0.0,na,na
1815, Luz del Sur SAA ,11,0.0,0.0,na,na
1816, LVMH Moet Hennessy Louis Vuitton SE ,37,0.0,0.0,na,na
1817, Lynas Corp Ltd ,15,0.0,0.0,na,na
1818, LyondellBasell Industries NV ,26,0.0,0.0,na,na
1819, M Dias Branco SA ,26,0.0,0.0,na,na
1820, M&T Bank Corp ,17,0.0,0.0,na,na
1821, M3 Inc ,3,0.0,0.0,na,na
1822, Macerich Co ,21,0.0,0.0,na,na
1823, Macquarie Group Ltd ,39,0.0,0.0,na,na
1824, Macquarie Mexico Real Estate Management SA de CV ,27,0.0,0.0,na,na
1825, Macronix International ,34,0.0,0.0,na,na
1826, Macy's Inc ,29,0.0,0.0,na,na
1827, Madison Square Garden Co ,5,0.0,0.0,na,MSG
1828, Magazine Luiza SA ,12,0.0,0.0,na,na
1829, Magellan Financial Group Ltd ,21,0.0,0.0,na,na
1830, Magna International Inc ,19,0.0,0.0,na,na
1831, Magnit PJSC ,9,0.0,0.0,na,na
1832, Magnitogorsk Iron & Steel Works PJSC ,13,0.0,0.0,na,na
1833, Mahindra & Mahindra Financial Services Ltd ,58,0.0,1.0,India,na
1834, Mahindra & Mahindra Ltd ,75,0.0,1.0,India,na
1835, Makalot Industrial Co Ltd ,13,0.0,0.0,na,na
1836, MakeMyTrip Ltd ,6,0.0,0.0,na,MMYT
1837, Makita Corp ,11,0.0,0.0,na,na
1838, Malayan Banking Bhd ,38,0.0,0.0,na,na
1839, Malaysia Airports Holdings Bhd ,46,0.0,0.0,na,na
1840, Mando Corp ,25,0.0,0.0,na,na
1841, Manhattan Associates Inc ,9,0.0,0.0,na,na
1842, Manila Electric Co ,13,0.0,0.0,na,na
1843, ManpowerGroup Inc ,62,0.0,0.0,na,na
1844, Manulife Financial Corp ,53,0.0,0.0,na,na
1845, Mapfre SA ,76,0.0,0.0,na,na
1846, Mapletree Commercial Trust ,17,0.0,0.0,na,na
1847, Mapletree Logistics Trust ,17,0.0,0.0,na,na
1848, Marathon Oil Corp ,32,0.0,0.0,na,na
1849, Marathon Petroleum Corp ,45,0.0,0.0,na,na
1850, Marico Ltd ,21,0.0,1.0,India,na
1851, Markel Corp ,11,0.0,0.0,na,na
1852, MarketAxess Holdings Inc ,16,0.0,0.0,na,na
1853, Marks & Spencer Group PLC ,41,0.0,1.0,United Kingdom (UK),na
1854, Marriott International Inc/MD ,58,0.0,0.0,na,na
1855, Marriott Vacations Worldwide Corp ,14,0.0,0.0,na,na
